Impact

Hemorrhage - Bullet












[AOW] Chilling Mist Bullet
[DLC - Messmer Foot Soldier] Attack
[DLC - Messmer Foot Soldier] Attack
[DLC - Messmer Foot Soldier] Attack
[DLC - Messmer Foot Soldier] Bullet
[DLC - Messmer Foot Soldier] Attack
[DLC - Messmer Foot Soldier] Attack
[DLC - Messmer Foot Soldier] Attack
[DLC - Messmer Foot Soldier] Attack
[DLC - Owl] Bullet

[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Attack
[DLC - Shadow Militia] Bullet
[DLC - Shadow Militia] Bullet
[DLC - Shadow Militia] Bullet
[DLC - Shadow Militia] Bullet




[DLC - Wheeled Ballista] Bullet
[DLC - Wheeled Ballista] Bullet
[DLC - Dragon-faced Flamethrower] Bullet
[DLC - Dragon-faced Flamethrower] Bullet
[DLC - Dragon-faced Flamethrower] Bullet
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Attack
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human] Bullet
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Attack
[DLC - Demi-Human (Large)] Bullet
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Attack
[DLC - Demi-Human Shaman] Bullet
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Attack
[DLC - Demi-Human Chief] Bullet
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Bullet
[DLC - Demi-Human Queen] Attack
[DLC - Demi-Human Queen] Bullet
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Bullet
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Attack
[DLC - Kindred of Rot] Bullet
[DLC - Kindred of Rot] Bullet





























































































[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Bullet
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Runebear] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Attack

[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Attack
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Bullet
[DLC - Guardian Golem] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet


[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet

[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet

[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet


[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet

[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Attack
[DLC - Crucible Knight Devonia] Bullet
[DLC - Crucible Knight Devonia] Bullet

[DLC - Crucible Knight Devonia] Bullet
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Demi-Human Swordmaster Onze] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Bullet
[DLC - Great Red Bear] Bullet
[DLC - Great Red Bear] Bullet
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack

[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Great Red Bear] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack

[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Attack
[DLC - Messmer Soldier] Bullet
[DLC - Messmer Soldier] Bullet

[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Bullet
[DLC - Black Knight] Attack
[DLC - Black Knight] Bullet
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Bullet
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Bullet
[DLC - Black Knight] Bullet
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Attack
[DLC - Black Knight] Bullet
[DLC - Black Knight] Attack
[DLC - Black Knight] Bullet
[DLC - Black Knight] Bullet
[DLC - Giant Ram] Attack
[DLC - Giant Ram] Attack
[DLC - Giant Ram] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Bullet
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Attack
[DLC - Ghostflame Dragon] Bullet
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack


[DLC - Imp (Lion Head)] Attack

[DLC - Imp (Lion Head)] Attack



[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Bullet
[DLC - Imp (Lion Head)] Bullet
[DLC - Imp (Lion Head)] Bullet

[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Attack
[DLC - Imp (Lion Head)] Bullet
[DLC - Imp (Dragon Head)] Bullet
[DLC - Imp (Dragon Head)] Bullet
[DLC - Imp (Dragon Head)] Bullet
[DLC - Imp (Dragon Head)] Bullet
[DLC - Catacombs Sorcerer] Attack
[DLC - Catacombs Sorcerer] Attack
[DLC - Catacombs Sorcerer] Attack
[DLC - Catacombs Sorcerer] Attack
[DLC - Catacombs Sorcerer] Bullet
[DLC - Catacombs Sorcerer] Bullet

[DLC - Black Knight Horse] Attack
[DLC - Black Knight Horse] Attack
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Bullet
[DLC - Man-Fly] Bullet
[DLC - Man-Fly] Bullet
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Attack
[DLC - Man-Fly] Attack
[DLC - Hornsent Grandam] Bullet
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Attack

[DLC - Magma Wyrm] Bullet


[DLC - Magma Wyrm] Bullet
[DLC - Magma Wyrm] Attack
[DLC - Magma Wyrm] Bullet
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Bullet
[DLC - Giant Beast Skeleton] Attack
[DLC - Giant Beast Skeleton] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Attack
[DLC - Watcher Stones] Bullet
[DLC - Watcher Stones] Bullet
[DLC - Watcher Stones] Bullet
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Bullet
[DLC - Leonine Misbegotten] Bullet
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
[DLC - Leonine Misbegotten] Attack
